name,playcount,listeners,mbid,url,streamable,tags
Bernard Herrmann,5453196,555452,74cad662-0eb6-4044-908e-04680457957a,https://www.last.fm/music/Bernard+Herrmann,0,"Soundtrack, instrumental, composer"
Sérgio Mendes,5222078,555356,799951d8-2b8b-45c0-890b-f176a4113c1e,https://www.last.fm/music/S%C3%A9rgio+Mendes,0,"Bossa Nova, jazz, brazilian"
Airbourne,13874545,555239,5365f55c-b1e1-48f9-b09f-078f7a14cb1f,https://www.last.fm/music/Airbourne,0,"hard rock, rock, seen live"
Gabrielle,5020304,555080,d55fe7ec-3c7f-44e7-b9cc-b025c4351f70,https://www.last.fm/music/Gabrielle,0,"pop, soul, female vocalists"
Johann Strauss II,3635955,555070,8255db36-4902-4cf6-8612-0f2b4288bc9a,https://www.last.fm/music/Johann+Strauss+II,0,"Classical, romantic, waltz"
Tangerine Dream,11765400,554195,23d8426c-18c7-46e6-a51d-7395bd43c641,https://www.last.fm/music/Tangerine+Dream,0,"electronic, ambient, krautrock"
Waylon Jennings,8723302,553672,1a46826b-4d73-4e04-8590-f36c9d832f9e,https://www.last.fm/music/Waylon+Jennings,0,"country, outlaw country, classic country"
Nosaj Thing,11414758,553639,b476bc5e-19ca-4e5a-82c8-1a068d601a7d,https://www.last.fm/music/Nosaj+Thing,0,"electronic, glitch-hop, ambient"
LP,10399603,553624,fe5dbbbf-f083-4cbc-a8df-e2542648e8c5,https://www.last.fm/music/LP,0,"indie, rock, seen live"
Digable Planets,7879077,553110,ff44f779-74ab-48f8-aac3-39ebe8f7c18e,https://www.last.fm/music/Digable+Planets,0,"Hip-Hop, Jazz Hop, hip hop"
The Crystals,3491579,553013,c9a48e5f-aa33-4ef5-a340-2101cdb9d95c,https://www.last.fm/music/The+Crystals,0,"60s, pop, oldies"
Igor Stravinsky,7158788,552556,c278de2c-9696-4fdf-a919-0781cd945e2c,https://www.last.fm/music/Igor+Stravinsky,0,"Classical, contemporary classical, russian"
Stratovarius,25780442,552372,c3d6fdd5-67c5-453e-87e3-d17a00a52879,https://www.last.fm/music/Stratovarius,0,"Power metal, metal, melodic metal"
Gregory Isaacs,5097909,552019,9abff216-e204-4dbc-9849-d1dbe1fbbda8,https://www.last.fm/music/Gregory+Isaacs,0,"reggae, roots reggae, dub"
Yelawolf,11261396,551795,13513a8a-e9a8-4367-b9e4-410fef5bed3a,https://www.last.fm/music/Yelawolf,0,"Hip-Hop, rap, southern rap"
Wet,7149984,551627,f632986c-1c36-477c-bafb-ec36459cff52,https://www.last.fm/music/Wet,0,"indie pop, electronic, ambient"
Suicide Silence,24057910,551555,4fd53e84-ffa1-4434-9146-3fab25ece7e0,https://www.last.fm/music/Suicide+Silence,0,"deathcore, death metal, grindcore"
La Bouche,3783419,551548,b79a3909-7611-4b89-ab5a-5609c4aaacae,https://www.last.fm/music/La+Bouche,0,"eurodance, dance, 90s"
MisterWives,8137720,550975,5b6bac92-9b60-4e96-ac13-935bb6941b96,https://www.last.fm/music/MisterWives,0,"indie, pop, indie pop"
Jamelia,3682206,550964,de07bdca-5e3d-4f27-a9db-e396141eac66,https://www.last.fm/music/Jamelia,0,"rnb, pop, female vocalists"
LIL PUMP,9996749,550718,,https://www.last.fm/music/LIL+PUMP,0,"trap, Hip-Hop, rap"
Noisia,13125418,550468,ec22a32b-acab-432e-a88c-ffe6ae68fa16,https://www.last.fm/music/Noisia,0,"Drum and bass, neurofunk, techstep"
Mabel,10568958,550297,f6a9828c-7b52-41a1-b38a-426c28603555,https://www.last.fm/music/Mabel,0,"pop, dance, rnb"
Ariel Pink,16202040,550248,5882e375-503f-4bd2-89b1-967e0bfcb199,https://www.last.fm/music/Ariel+Pink,0,"Lo-Fi, psychedelic, seen live"
Public Image Ltd.,8425157,549993,68950696-ee9a-49b2-a8c2-d1d6c19355cc,https://www.last.fm/music/Public+Image+Ltd.,0,"post-punk, new wave, experimental"
The Meters,6495645,549682,851827d6-ae31-4093-a166-1420cac610a4,https://www.last.fm/music/The+Meters,0,"funk, soul, New Orleans"
Los Lobos,4563526,549247,2b9967c7-3246-4658-a561-ded5408dd9af,https://www.last.fm/music/Los+Lobos,0,"latin, rock, tex-mex"
ABC,5149192,549238,f4ddb7f1-bcaa-4f45-890f-291af5ea3617,https://www.last.fm/music/ABC,0,"80s, new wave, new romantic"
Steve Earle,7232274,548947,ec863030-7c13-45a3-a025-a69195d3a020,https://www.last.fm/music/Steve+Earle,0,"country, Alt-country, singer-songwriter"
Noel Gallagher's High Flying Birds,19064303,548235,d5f54887-117b-42a1-9aee-8780b84ebaba,https://www.last.fm/music/Noel+Gallagher%27s+High+Flying+Birds,0,"britpop, rock, british"
Queensrÿche,16543090,547525,deeea939-7f89-4762-b09f-79269cd70d3b,https://www.last.fm/music/Queensr%C3%BFche,0,"Progressive metal, heavy metal, metal"
Wild Cherry,2649574,546791,da5ff827-174b-48d1-9a39-9fa290bb2925,https://www.last.fm/music/Wild+Cherry,0,"funk, Disco, 70s"
Don Diablo,7904264,546337,d873aeb7-8bbe-4f79-91b8-0bc11c7ae313,https://www.last.fm/music/Don+Diablo,0,"House, dance, electronic"
Lights,21209995,546013,efdbd3b1-2d20-4cea-af46-dffbc1e7daba,https://www.last.fm/music/Lights,0,"pop, female vocalists, indie"
Galaxie 500,12530868,545945,8ddc1812-2cf8-451c-afd1-e88f9d446e1b,https://www.last.fm/music/Galaxie+500,0,"shoegaze, dream pop, slowcore"
tobi lou,9393573,545567,,https://www.last.fm/music/tobi+lou,0,"Hip-Hop, rap, soul"
Vanessa Hudgens,7341217,545458,9da7ed18-20fa-4279-88c8-94299728236d,https://www.last.fm/music/Vanessa+Hudgens,0,"pop, female vocalists, Disney"
Nicolas Jaar,16638860,545306,06e99a1b-4020-4380-ab27-1a3e0c5e557c,https://www.last.fm/music/Nicolas+Jaar,0,"electronic, minimal, deep house"
Arvo Pärt,8800550,545271,ae0b2424-d4c5-4c54-82ac-fe3be5453270,https://www.last.fm/music/Arvo+P%C3%A4rt,0,"Classical, contemporary classical, minimalism"
Oliver Heldens,7042925,545103,df679f1d-2bab-442b-bc67-02a44f9b2adf,https://www.last.fm/music/Oliver+Heldens,0,"House, electronic, deep house"
Montell Jordan,2545620,544950,cc1f4763-a306-4ae7-8ba7-331872199f9e,https://www.last.fm/music/Montell+Jordan,0,"rnb, Hip-Hop, 90s"
Traffic,5337229,544705,e5a87eb9-44ae-4910-8dc2-aa74020c0b0d,https://www.last.fm/music/Traffic,0,"classic rock, Progressive rock, Psychedelic Rock"
Django Django,11702391,544581,4bfce038-b1a0-4bc4-abe1-b679ab900f03,https://www.last.fm/music/Django+Django,0,"seen live, psychedelic, indie"
Deltron 3030,10636671,544323,ce886f30-8b8f-4cc8-b854-3749291350fd,https://www.last.fm/music/Deltron+3030,0,"Hip-Hop, underground hip-hop, rap"
Melody's Echo Chamber,11343259,544189,a1bcf3fd-dcf9-4437-b4f4-d8a6ab837396,https://www.last.fm/music/Melody%27s+Echo+Chamber,0,"dream pop, psychedelic, Psychedelic Rock"
Skylar Grey,6475967,543968,bd01c9d7-89dd-4cb4-9baa-a43bfa292bed,https://www.last.fm/music/Skylar+Grey,0,"pop, alternative, female vocalists"
Cameo,3274767,543904,ef4d808a-2113-44c3-9b44-1b31f026ef1e,https://www.last.fm/music/Cameo,0,"funk, 80s, soul"
Keith Jarrett,8745308,543727,061c4920-3ea6-4835-98f6-02f3b82f5e3a,https://www.last.fm/music/Keith+Jarrett,0,"jazz, piano, jazz piano"
Christopher Cross,4873143,542728,883e4ba4-8ccc-47ed-81df-df51e41792a9,https://www.last.fm/music/Christopher+Cross,0,"soft rock, 80s, pop"
American Hi-Fi,6297874,542643,f6acd23a-56fd-439e-a69a-99af379d4411,https://www.last.fm/music/American+Hi-Fi,0,"rock, punk rock, pop punk"
Blitzen Trapper,8575661,542628,a186c93d-0f30-4c56-9265-98c0eba19242,https://www.last.fm/music/Blitzen+Trapper,0,"seen live, indie, Alt-country"
Meat Puppets,8433470,542533,3df040ee-2b8b-446b-937a-3f86f4b2cabf,https://www.last.fm/music/Meat+Puppets,0,"Grunge, alternative, alternative rock"
The The,7513039,542521,a7409219-a681-4072-adb2-5285106ce6f2,https://www.last.fm/music/The+The,0,"new wave, post-punk, alternative"
Verzache,8020931,542272,,https://www.last.fm/music/Verzache,0,"Canadian, Hip-Hop, canada"
Samuel Barber,2812522,541814,74ed34ce-ee95-44e9-a87d-4d2d5056c24a,https://www.last.fm/music/Samuel+Barber,0,"Classical, contemporary classical, instrumental"
Bikini Kill,11010412,541473,1397d045-1603-41fc-80b9-712c18360145,https://www.last.fm/music/Bikini+Kill,0,"riot grrrl, punk, female vocalists"
Rixton,4274769,541269,28aee606-d7a9-4b8d-b234-dd5e0d99c259,https://www.last.fm/music/Rixton,0,"pop, british, pop rock"
Aaron Smith,5331116,541212,4caea77b-cfcf-4eba-8c97-6ca137474d98,https://www.last.fm/music/Aaron+Smith,0,"House, Hip-Hop, dance"
Elle King,5326380,540953,e7287972-ca8d-4133-a1d6-5446486ed075,https://www.last.fm/music/Elle+King,0,"indie pop, rock, female vocalists"
The Dillinger Escape Plan,29141031,540828,1bc41dff-5397-4c53-bb50-469d2c277197,https://www.last.fm/music/The+Dillinger+Escape+Plan,0,"mathcore, hardcore, experimental"
Miles Kane,10572520,540651,26afaedd-e99c-45b2-b7f9-6c4c2b33d90c,https://www.last.fm/music/Miles+Kane,0,"british, indie rock, indie"
Michael Andrews,7328095,540597,ee6e8790-7123-40ab-b7e9-03c4fe6aa08f,https://www.last.fm/music/Michael+Andrews,0,"Soundtrack, ambient, instrumental"
Loverboy,3611787,539978,c9780108-846d-4b51-a2a0-16dead15e888,https://www.last.fm/music/Loverboy,0,"rock, 80s, classic rock"
Emmylou Harris,7364416,539773,35ef61ca-43db-4772-ba27-0489e9ebcb69,https://www.last.fm/music/Emmylou+Harris,0,"country, female vocalists, folk"
Kid Loco,6419701,539238,8027281d-79e4-4ddc-a8a7-6e6bf9254ad3,https://www.last.fm/music/Kid+Loco,0,"trip-hop, downtempo, chillout"
The Fall,18607585,537880,d5da1841-9bc8-4813-9f89-11098090148e,https://www.last.fm/music/The+Fall,0,"post-punk, new wave, punk"
Atomic Kitten,4685430,537837,6fda00c2-449a-4bf4-838f-038d41a07c73,https://www.last.fm/music/Atomic+Kitten,0,"pop, female vocalists, british"
Prefuse 73,13562234,537351,fc61dd75-880b-44ba-9ba9-c7b643d33413,https://www.last.fm/music/Prefuse+73,0,"electronic, Hip-Hop, idm"
Sylvan Esso,11425326,537326,c4593b34-2a94-4e44-ae10-4a0f4c0b4da8,https://www.last.fm/music/Sylvan+Esso,0,"electronic, seen live, electropop"
olivia o'brien,9481159,537305,,https://www.last.fm/music/olivia+o%27brien,0,"pop, electronic, american"
Axwell /\ Ingrosso,6946269,537040,,https://www.last.fm/music/Axwell+%2F%5C+Ingrosso,0,"dance, swedish, House"
potsu,10600607,536845,,https://www.last.fm/music/potsu,0,"nu jazz, Lo-Fi, chillout"
Urge Overkill,3654096,536585,120e728a-4078-47b7-a31c-d581ade28bde,https://www.last.fm/music/Urge+Overkill,0,"rock, alternative rock, alternative"
Travis Porter,3032493,536432,53423220-42b5-4082-a374-417ce6f8a919,https://www.last.fm/music/Travis+Porter,0,"Hip-Hop, rap, atlanta"
Blackalicious,7644619,536362,92ee5562-3c1b-4e02-ac22-aae6261edac5,https://www.last.fm/music/Blackalicious,0,"Hip-Hop, hip hop, rap"
The Weather Girls,2484470,535669,8bc23f36-2d1e-45c5-ad47-69e402b0923a,https://www.last.fm/music/The+Weather+Girls,0,"Disco, pop, 80s"
Zeds Dead,7150801,535386,f9fdca15-1bef-43a0-8213-758b6ee0aa91,https://www.last.fm/music/Zeds+Dead,0,"dubstep, electronic, Grime"
The Marvelettes,3228602,534884,faca5707-ce1a-4276-a5bc-a4061bfb33d2,https://www.last.fm/music/The+Marvelettes,0,"motown, soul, 60s"
Rakim,4703100,534847,2792b097-0b1d-4c50-97f6-f7f097f86438,https://www.last.fm/music/Rakim,0,"Hip-Hop, rap, hip hop"
Bingo Players,3966334,534339,8502bd7a-5479-4a8f-a7d9-75003d3d2c74,https://www.last.fm/music/Bingo+Players,0,"House, electronic, techno"
Julien Baker,26273215,534185,,https://www.last.fm/music/Julien+Baker,0,"seen live, singer-songwriter, indie"
Harvey Danger,5489430,534130,822cb123-f728-4a1a-931c-fa27257bb83f,https://www.last.fm/music/Harvey+Danger,0,"alternative, rock, indie"
RAC,6415752,534123,73c23fbe-88d3-46fc-a303-f4259b03defe,https://www.last.fm/music/RAC,0,"electronic, electro, electronica"
The Airborne Toxic Event,9629089,533907,892fb2e4-0af4-42be-9e60-22898de51d32,https://www.last.fm/music/The+Airborne+Toxic+Event,0,"indie rock, indie, rock"
Helmet,9465662,533883,582fee78-d934-4603-9f5c-1729e0ca36b7,https://www.last.fm/music/Helmet,0,"alternative metal, metal, hardcore"
Bill Evans Trio,8717903,533611,d0630a08-3b40-4cb4-9f48-7d525262c1f6,https://www.last.fm/music/Bill+Evans+Trio,0,"jazz, jazz piano, piano"
Jeremy Soule,38094097,533546,f413369d-d72f-46b9-8744-2d09344a9c6a,https://www.last.fm/music/Jeremy+Soule,0,"Soundtrack, video game music, orchestral"
Bad Suns,12018822,533418,95015b4c-1aef-4e28-9d36-c9546c194f0c,https://www.last.fm/music/Bad+Suns,0,"indie rock, indie, rock"
Bread,6251215,532983,e3bcf587-a354-4723-a2d3-1c679d6571ea,https://www.last.fm/music/Bread,0,"soft rock, classic rock, 70s"
Hüsker Dü,16097155,532746,5c4c90a4-539f-4101-83cf-301bc6a94e06,https://www.last.fm/music/H%C3%BCsker+D%C3%BC,0,"punk, post-punk, hardcore"
Stars of the Lid,19972593,532676,a1154343-1ea1-4007-97d3-2382482a90cd,https://www.last.fm/music/Stars+of+the+Lid,0,"ambient, drone, post-rock"
Noisettes,7242451,531704,5221de81-b3cb-48d6-8e60-7c04b5daf02a,https://www.last.fm/music/Noisettes,0,"indie, indie rock, seen live"
Vanessa da Mata,10343887,531519,f3580347-b84a-47d8-b86e-cad642322a47,https://www.last.fm/music/Vanessa+da+Mata,0,"mpb, female vocalists, brazilian"
Fruit Bats,7443748,530787,e3f139c7-11bc-4803-82be-2bac85ca3c61,https://www.last.fm/music/Fruit+Bats,0,"indie, folk, indie pop"
Mayer Hawthorne,10557877,530561,029fbb43-ea37-47a0-8c68-803d69abfa5e,https://www.last.fm/music/Mayer+Hawthorne,0,"soul, Neo-Soul, funk"
Connie Francis,9298807,530298,5fcd7daf-25e1-47fd-9ba1-830b42708f84,https://www.last.fm/music/Connie+Francis,0,"oldies, female vocalists, 50s"
Carl Orff,4782451,530085,0b3ee6cd-a2df-4144-adf9-7807ee7ecc4f,https://www.last.fm/music/Carl+Orff,0,"Classical, opera, german"
London Symphony Orchestra,6112998,529982,38712b4c-0fd4-4c65-8c7a-45676fecc973,https://www.last.fm/music/London+Symphony+Orchestra,0,"Classical, instrumental, Soundtrack"
Solomon Burke,4369247,529592,d5c79890-36c5-4f1b-bed3-4468eee093f3,https://www.last.fm/music/Solomon+Burke,0,"soul, blues, rhythm and blues"
Westside Connection,3647955,529322,f43dd62f-4fc7-4216-9220-be555f16d131,https://www.last.fm/music/Westside+Connection,0,"Hip-Hop, Gangsta Rap, rap"
Kiesza,6007604,529316,87ff5ccd-64cd-45d6-bba3-ba2647e85d74,https://www.last.fm/music/Kiesza,0,"pop, female vocalists, House"
Billy Bragg,10840162,528722,7cec4a03-0a83-4308-856a-afb8aa5db0fc,https://www.last.fm/music/Billy+Bragg,0,"folk, singer-songwriter, political"
Sigrid,15442342,528449,de84d945-a1bd-4716-9f0e-fa7b870e6a2d,https://www.last.fm/music/Sigrid,0,"pop, seen live, norwegian"
Dan Auerbach,7511171,527615,fa4f4b89-3ddc-4e97-88fa-0e30121f986a,https://www.last.fm/music/Dan+Auerbach,0,"blues rock, blues, Garage Rock"
The Dø,12277256,527480,c3477250-bc5f-44e9-aa0a-144dd2d7a935,https://www.last.fm/music/The+D%C3%B8,0,"indie, female vocalists, folk"
John Martyn,6647387,526990,e821a756-487f-4931-a02f-27cf11cec7bf,https://www.last.fm/music/John+Martyn,0,"folk, singer-songwriter, acoustic"
The Apples in Stereo,9783830,526908,ea075268-e5ea-40f7-b9c3-68b039218a88,https://www.last.fm/music/The+Apples+in+Stereo,0,"indie, indie pop, Elephant 6"
Chris Lake,4560232,526603,fca94d64-9ada-4264-9373-4158e2f7c7e7,https://www.last.fm/music/Chris+Lake,0,"House, Progressive House, electro house"
Chick Corea,5986783,526572,8446fcca-109e-4c6d-a2ff-5a269b32b4c2,https://www.last.fm/music/Chick+Corea,0,"jazz, Fusion, piano"
Sam Sparro,6128920,526155,cd71e6e9-42bb-4a1a-b5ce-17f41682b3e2,https://www.last.fm/music/Sam+Sparro,0,"electronic, funk, pop"
Team Sleep,10432184,526001,b1168a9c-a946-4a5c-a005-62fc632dfa0c,https://www.last.fm/music/Team+Sleep,0,"alternative, electronic, ambient"
Sofi Tukker,9724509,525447,,https://www.last.fm/music/Sofi+Tukker,0,"dance, electronic, pop"
DJ Antoine,5187279,525055,6ed36b36-b2e0-4540-bc79-0348b744cb10,https://www.last.fm/music/DJ+Antoine,0,"House, dance, electronic"
Gorgon City,7248486,524987,ba8aaa28-2de4-4d5c-824e-1e9d49235c55,https://www.last.fm/music/Gorgon+City,0,"electronic, House, deep house"
Jónsi,12986948,524627,ac3dd1bb-8284-48fd-b54f-5b4655e92763,https://www.last.fm/music/J%C3%B3nsi,0,"icelandic, ambient, experimental"
Behemoth,41443302,524278,69632f9c-31eb-43d5-a864-e73ac72efc66,https://www.last.fm/music/Behemoth,0,"death metal, black metal, Blackened Death Metal"
JinSang,10464910,524089,,https://www.last.fm/music/JinSang,0,"instrumental, beats, Lo-Fi"
Jai Paul,9927995,524008,312183e0-64ff-48df-a9f4-0804ca23a7d3,https://www.last.fm/music/Jai+Paul,0,"experimental, electronic, wonky"
Foxygen,10627388,523220,913e6848-6865-4717-ac5e-3bd9c22826be,https://www.last.fm/music/Foxygen,0,"psychedelic, Psychedelic Rock, psychedelic pop"
Krewella,10516042,522742,d87475fa-76a1-4e12-962c-fc9941fdda72,https://www.last.fm/music/Krewella,0,"dubstep, electronic, female vocalists"
Kent,44673126,522435,ffb2d3e3-a4cc-48cf-8fb0-f2f846e9d7b9,https://www.last.fm/music/Kent,0,"swedish, seen live, rock"
Borgore,7284586,522097,215e2b5d-06f8-4c68-b33b-8fccec27a077,https://www.last.fm/music/Borgore,0,"dubstep, gorestep, electronic"
Yuna,6511647,521837,c58c7817-420d-4268-bccf-f3d90565e2e6,https://www.last.fm/music/Yuna,0,"malaysian, female vocalists, folk"
Linda Ronstadt,5816599,521821,498f2581-be21-4eef-8756-fbb89d79b1c0,https://www.last.fm/music/Linda+Ronstadt,0,"female vocalists, country, folk"
DVBBS,5150650,521603,c3bba486-b24b-4a39-bc4c-b0085950afcd,https://www.last.fm/music/DVBBS,0,"House, electronic, Canadian"
Os Mutantes,14084933,521518,a3212186-5da5-4e84-a935-6952b3e14921,https://www.last.fm/music/Os+Mutantes,0,"psychedelic, tropicalia, brazilian"
Meredith Brooks,2952884,521197,6f033da5-396f-4381-a581-1f38c2d0a2d4,https://www.last.fm/music/Meredith+Brooks,0,"female vocalists, rock, pop"
Corpse,23117714,521131,fe7fa4e4-90d6-4222-849a-421e791cb517,https://www.last.fm/music/Corpse,0,"death metal, grindcore, old school death metal"
Gustav Holst,4046846,520659,3ba68671-e3b5-4263-81dc-76b16b29bbc6,https://www.last.fm/music/Gustav+Holst,0,"Classical, romantic, composers"
Mercury Rev,8243514,520598,7b1cf87e-c54f-4abc-893d-90245a31900d,https://www.last.fm/music/Mercury+Rev,0,"indie, dream pop, indie rock"
Teriyaki Boyz,3863076,520463,afb3102c-b7e6-4140-b825-7f84ea97f73f,https://www.last.fm/music/Teriyaki+Boyz,0,"Hip-Hop, japanese, rap"
Yellow Claw,7191281,520119,759abafc-c4eb-4018-8554-f29a9d842779,https://www.last.fm/music/Yellow+Claw,0,"trap, electronic, Hip-Hop"
Converge,39355818,519087,fa31e7d4-a03a-4110-98fc-f8826e95ec25,https://www.last.fm/music/Converge,0,"hardcore, mathcore, metalcore"
Role Model,10813846,518399,50e3c30f-d673-4304-8e7f-bc42e3370958,https://www.last.fm/music/Role+Model,0,"8-bit, chiptune, electronic"
David Byrne,7813621,518291,d4659efb-b8eb-4f03-95e9-f69ce35967a9,https://www.last.fm/music/David+Byrne,0,"alternative, new wave, singer-songwriter"
The Go-Go's,4269559,518174,f18a5b98-e388-4f4b-9ae1-c079cc7e5830,https://www.last.fm/music/The+Go-Go%27s,0,"new wave, 80s, pop"
Dark Tranquillity,47804819,517370,9d30e408-1559-448b-b491-2f8de1583ccf,https://www.last.fm/music/Dark+Tranquillity,0,"Melodic Death Metal, death metal, metal"
Geto Boys,5500555,517026,a78ca453-3a53-4b19-8b2d-61b10dd45558,https://www.last.fm/music/Geto+Boys,0,"Hip-Hop, rap, Gangsta Rap"
Astrid S,8906215,516913,,https://www.last.fm/music/Astrid+S,0,"pop, norwegian, electronic"
Lindsey Stirling,20382815,516333,53e40f93-f4af-4f8c-819c-7bbe4b6f0a1c,https://www.last.fm/music/Lindsey+Stirling,0,"violin, instrumental, electronic"
The Chordettes,3520028,516177,997117eb-5a4c-4a37-99f9-f2515e2d9739,https://www.last.fm/music/The+Chordettes,0,"50s, oldies, doo wop"
Boozoo Bajou,6215119,516123,97f3a6c0-fe2d-465a-919a-4269cbb735d6,https://www.last.fm/music/Boozoo+Bajou,0,"downtempo, chillout, lounge"
Pretty Ricky,3066475,516115,b79247ee-9870-4a26-8cbc-88d13044d7f6,https://www.last.fm/music/Pretty+Ricky,0,"rnb, Hip-Hop, rap"
Rejjie Snow,9918433,516042,585a4449-2a50-4fc9-910d-e76b46c22718,https://www.last.fm/music/Rejjie+Snow,0,"Hip-Hop, rap, underground hip-hop"
Lucinda Williams,7903577,515675,21685b15-3074-446e-aa1d-ff7157014f53,https://www.last.fm/music/Lucinda+Williams,0,"Alt-country, singer-songwriter, country"
MAMAMOO,32804516,515287,fb588f59-af1a-493a-9508-ed487caa2a11,https://www.last.fm/music/MAMAMOO,0,"k-pop, pop, Korean"
Paul Young,3637407,515152,967002b0-58ef-4b22-a58c-fbc631ff695c,https://www.last.fm/music/Paul+Young,0,"80s, pop, new wave"
Korpiklaani,33219949,515103,50eec634-7c42-41ee-9b1f-b41d9ca28b26,https://www.last.fm/music/Korpiklaani,0,"folk metal, viking metal, finnish"
Billie Marten,8513162,514920,f5d276c8-8407-45c0-8b1c-4e43c6694fa9,https://www.last.fm/music/Billie+Marten,0,"indie pop, indie, british"
Voxtrot,8992556,514622,c163f6f1-84c0-48fa-81c5-8129739b6c3c,https://www.last.fm/music/Voxtrot,0,"indie, indie pop, seen live"
Living Colour,6030955,514601,dc6f8c1f-626b-42b0-9115-7e66ae4cecd6,https://www.last.fm/music/Living+Colour,0,"rock, hard rock, funk metal"
UGK,7033346,514431,9603810b-5d6d-41a6-aca8-330ef966d55c,https://www.last.fm/music/UGK,0,"Dirty South, Hip-Hop, rap"
Slint,12457505,514387,2869c510-2679-4a3f-bf15-e5e8b49f2f28,https://www.last.fm/music/Slint,0,"post-rock, math rock, indie rock"
Taylor Dayne,3260204,514272,c0cd3de7-4654-482b-913b-6fd7dc4ce9a4,https://www.last.fm/music/Taylor+Dayne,0,"80s, pop, female vocalists"
Kina,7062017,512878,e36cca60-86da-4bb0-a36c-17626341dc6c,https://www.last.fm/music/Kina,0,"hardcore, punk, italian hardcore"
Tim Buckley,7876034,512852,8546949d-f46c-45ab-8391-85b26dda6b65,https://www.last.fm/music/Tim+Buckley,0,"singer-songwriter, folk, psychedelic"
Parquet Courts,20666627,512796,e01755e3-58ab-4a5b-a9e9-a0a3bd3dff4c,https://www.last.fm/music/Parquet+Courts,0,"post-punk, Garage Rock, seen live"
Carter Burwell,9695222,512628,b88ca659-0393-4a62-abd8-f290e6c7a7e2,https://www.last.fm/music/Carter+Burwell,0,"Soundtrack, instrumental, ambient"
Sparks,12765726,512627,f319b57a-a494-40f6-a467-3d196d3484e6,https://www.last.fm/music/Sparks,0,"new wave, glam rock, rock"
Ratt,6922158,512453,e0827234-3be3-4973-be59-1aa9575b9c76,https://www.last.fm/music/Ratt,0,"hard rock, hair metal, Glam Metal"
Nino Rota,5399503,511819,d52ac009-4ed5-4d01-97d5-8280bb7dd460,https://www.last.fm/music/Nino+Rota,0,"Soundtrack, Classical, instrumental"
Handsome Boy Modeling School,5960575,511286,c3f99319-52c7-47f2-9631-10bc7cc8c589,https://www.last.fm/music/Handsome+Boy+Modeling+School,0,"Hip-Hop, hip hop, electronic"
Elastica,6014508,511190,46693641-1e2e-4aae-80ed-6b28170de63a,https://www.last.fm/music/Elastica,0,"britpop, indie, female vocalists"
Boa,29351494,510781,a16d1433-ba89-4f72-a47b-a370add0bb55,https://www.last.fm/music/Boa,0,"j-pop, k-pop, Korean"
Masked Wolf,5457173,509234,,https://www.last.fm/music/Masked+Wolf,0,"Hip-Hop, australian, hip hop"
Ella Henderson,6141646,509202,3a60a284-256b-4481-9c33-84d12ea481cd,https://www.last.fm/music/Ella+Henderson,0,"pop, british, soul"
Scatman John,3796719,508723,9904bde1-04a7-41cf-a2a3-d09a42445145,https://www.last.fm/music/Scatman+John,0,"dance, 90s, pop"
Plaid,11747213,508493,7e54d133-2525-4bc0-ae94-65584145a386,https://www.last.fm/music/Plaid,0,"idm, electronic, ambient"
The Shirelles,3294854,508484,a8540ea0-1a74-4c22-8b70-1348a77a74a0,https://www.last.fm/music/The+Shirelles,0,"60s, oldies, pop"
Die Ärzte,45275114,508260,f2fb0ff0-5679-42ec-a55c-15109ce6e320,https://www.last.fm/music/Die+%C3%84rzte,0,"punk rock, seen live, german"
Lil Dicky,6598689,508173,3268f062-6e76-480a-a384-e1dd2a276afb,https://www.last.fm/music/Lil+Dicky,0,"Hip-Hop, rap, comedy"
The Coasters,3644295,507832,c174f353-4666-4dfb-af54-5cc70b8afd55,https://www.last.fm/music/The+Coasters,0,"oldies, Rock and Roll, soul"
Sash!,4972662,507580,29e26734-788a-44aa-8d86-a452bc4232a6,https://www.last.fm/music/Sash%21,0,"dance, trance, electronic"
Keaton Henson,12562494,507355,f58e17e6-3c99-4a17-969e-fcbb9ee2720e,https://www.last.fm/music/Keaton+Henson,0,"folk, acoustic, singer-songwriter"
The Books,13005955,507334,fd574a4f-5670-46ee-ae3e-c80720097b87,https://www.last.fm/music/The+Books,0,"experimental, electronic, indie"
Mark Morrison,3363663,507085,1ecc1f71-2512-442a-a85e-3c79d9ddc5cc,https://www.last.fm/music/Mark+Morrison,0,"rnb, Hip-Hop, 90s"
Joep Beving,6528186,506681,,https://www.last.fm/music/Joep+Beving,0,"piano, contemporary classical, modern classical"
Generationals,6325501,506312,11f34bce-298f-4527-a5eb-28cafee71c4f,https://www.last.fm/music/Generationals,0,"indie, indie pop, indie rock"
In This Moment,22303260,506071,29266b3d-b5ae-4d09-b721-326246adf68f,https://www.last.fm/music/In+This+Moment,0,"metalcore, melodic metalcore, Female fronted metal"
TOKiMONSTA,8801873,506007,96f6ec97-998c-4991-b836-7b71feb3ca6f,https://www.last.fm/music/TOKiMONSTA,0,"electronic, instrumental hip-hop, Hip-Hop"
Trace Adkins,4581872,505837,3dc9c919-508f-4255-b05e-0eed6a28137d,https://www.last.fm/music/Trace+Adkins,0,"country, modern country, trace adkins"
The Church,7111530,505780,4fcb7864-42dd-4dcf-b269-6da0d9042956,https://www.last.fm/music/The+Church,0,"new wave, post-punk, 80s"
